Los árboles es ___ (interesting),interesantes,interesantess,interesanteas,interesante
Los gatos es ___ (hot),calientes,caliente,calientess,calienteas
Las calles es ___ (weak),débils,débilos,débilss,débil
La playa es ___ (salty),salada,salados,saladas,salado
Los árboles es ___ (boring),aburridos,aburrido,aburridoas,aburridoa
La playa es ___ (ancient),antigua,antiguas,antiguo,antiguos
La casa es ___ (big),grande,grandes,grande,grande
El sol es ___ (fun),divertido,divertida,divertidas,divertidos
Los gatos es ___ (kind),amables,amableas,amable,amabless
El libro es ___ (light),ligero,ligeras,ligera,ligeros
La mesa es ___ (safe),segura,seguro,seguros,seguras
La casa es ___ (safe),segura,seguro,seguros,seguras
El edificio es ___ (dangerous),peligroso,peligrosa,peligrosos,peligrosas
La playa es ___ (ancient),antigua,antiguas,antiguo,antiguos
El parque es ___ (fun),divertido,divertida,divertidas,divertidos
El edificio es ___ (clear),claro,clara,claros,claras
La playa es ___ (salty),salada,salados,saladas,salado
El libro es ___ (kind),amable,amables,amable,amable
Las montañas es ___ (kind),amables,amable,amabless,amableos
La ciudad es ___ (salty),salada,salados,saladas,salado
Los coches es ___ (small),pequeños,pequeñoas,pequeño,pequeñoa
El sol es ___ (old),viejo,viejos,viejas,vieja
El perro es ___ (fun),divertido,divertida,divertidas,divertidos
El coche es ___ (sad),triste,triste,tristes,triste
La ciudad es ___ (clear),clara,claros,claro,claras
El edificio es ___ (dangerous),peligroso,peligrosa,peligrosos,peligrosas
Los amigos es ___ (bright),luminosos,luminosoa,luminoso,luminosoas
El parque es ___ (modern),moderno,modernos,modernas,moderna
Las montañas es ___ (dark),oscuras,oscuraos,oscurao,oscura
La playa es ___ (salty),salada,salados,saladas,salado
Los gatos es ___ (hot),calientes,caliente,calientess,calienteas
La ciudad es ___ (dark),oscura,oscuro,oscuras,oscuros
El sol es ___ (beautiful),bonito,bonita,bonitos,bonitas
Las flores es ___ (big),grandes,grandeos,grande,grandess
El chico es ___ (dangerous),peligroso,peligrosa,peligrosos,peligrosas
El edificio es ___ (fast),rápido,rápidas,rápida,rápidos
El libro es ___ (happy),feliz,feliz,felizs,feliz
La ciudad es ___ (cold),fría,frías,frío,fríos
Los coches es ___ (interesting),interesantes,interesantess,interesanteas,interesante
El edificio es ___ (clear),claro,clara,claros,claras
Las calles es ___ (kind),amables,amable,amabless,amableos
Los gatos es ___ (heavy),pesados,pesadoas,pesado,pesadoa
La luna es ___ (old),vieja,viejas,viejo,viejos
La luna es ___ (fast),rápida,rápido,rápidas,rápidos
Las flores es ___ (healthy),sanas,sanaos,sana,sanao
Los gatos es ___ (hot),calientes,caliente,calientess,calienteas
El parque es ___ (big),grande,grandes,grande,grande
Las calles es ___ (fast),rápidas,rápidao,rápida,rápidaos
Los coches es ___ (new),nuevos,nuevoa,nuevo,nuevoas
La ciudad es ___ (boring),aburrida,aburridas,aburrido,aburridos
El perro es ___ (sick),enfermo,enferma,enfermos,enfermas
El chico es ___ (boring),aburrido,aburridas,aburridos,aburrida
Los gatos es ___ (cold),fríos,frío,fríoas,fríoa
Las montañas es ___ (new),nuevas,nuevaos,nuevao,nueva
Las flores es ___ (new),nuevas,nuevaos,nuevao,nueva
La casa es ___ (sad),triste,triste,tristes,triste
Las calles es ___ (boring),aburridas,aburridaos,aburridao,aburrida
La ciudad es ___ (healthy),sana,sanos,sanas,sano
Los gatos es ___ (fun),divertidos,divertidoa,divertidoas,divertido
El perro es ___ (kind),amable,amables,amable,amable
El sol es ___ (ancient),antiguo,antiguas,antiguos,antigua
El sol es ___ (heavy),pesado,pesadas,pesada,pesados
El chico es ___ (kind),amable,amables,amable,amable
Los amigos es ___ (bright),luminosos,luminosoa,luminoso,luminosoas
La casa es ___ (fast),rápida,rápido,rápidas,rápidos
Las calles es ___ (fast),rápidas,rápidao,rápida,rápidaos
Las flores es ___ (kind),amables,amable,amabless,amableos
El coche es ___ (healthy),sano,sanos,sana,sanas
El chico es ___ (kind),amable,amables,amable,amable
La mesa es ___ (interesting),interesante,interesantes,interesante,interesante
El edificio es ___ (salty),salado,saladas,salada,salados
La luna es ___ (modern),moderna,modernos,moderno,modernas
Los gatos es ___ (big),grandes,grandeas,grande,grandess
Los árboles es ___ (ancient),antiguos,antiguoa,antiguo,antiguoas
La niña es ___ (big),grande,grandes,grande,grande
Los árboles es ___ (heavy),pesados,pesadoas,pesado,pesadoa
La casa es ___ (dark),oscura,oscuro,oscuras,oscuros
El perro es ___ (new),nuevo,nuevas,nueva,nuevos
La mesa es ___ (hot),caliente,caliente,calientes,caliente
El chico es ___ (light),ligero,ligeras,ligera,ligeros
El perro es ___ (cold),frío,frías,fríos,fría
Las flores es ___ (happy),felizs,feliz,felizos,felizss
El chico es ___ (interesting),interesante,interesantes,interesante,interesante
El coche es ___ (small),pequeño,pequeñas,pequeña,pequeños
El parque es ___ (strong),fuerte,fuerte,fuertes,fuerte
Las montañas es ___ (cold),frías,fríao,fríaos,fría
El libro es ___ (boring),aburrido,aburridas,aburridos,aburrida
Los gatos es ___ (salty),salados,saladoa,salado,saladoas
Los coches es ___ (dark),oscuros,oscuro,oscuroas,oscuroa
Las flores es ___ (clear),claras,clara,clarao,claraos
La niña es ___ (light),ligera,ligeras,ligeros,ligero
La mesa es ___ (sweet),dulce,dulces,dulce,dulce
El coche es ___ (new),nuevo,nuevas,nueva,nuevos
El libro es ___ (healthy),sano,sanos,sana,sanas
Las calles es ___ (ancient),antiguas,antiguao,antiguaos,antigua
El edificio es ___ (safe),seguro,segura,seguros,seguras
El libro es ___ (clear),claro,clara,claros,claras
El coche es ___ (boring),aburrido,aburridas,aburridos,aburrida
Las calles es ___ (sweet),dulces,dulcess,dulce,dulceos
Los gatos es ___ (big),grandes,grandeas,grande,grandess
El edificio es ___ (boring),aburrido,aburridas,aburridos,aburrida
El edificio es ___ (weak),débil,débils,débil,débil
La luna es ___ (beautiful),bonita,bonito,bonitos,bonitas
Los coches es ___ (hot),calientes,caliente,calientess,calienteas
La playa es ___ (dangerous),peligrosa,peligroso,peligrosos,peligrosas
El chico es ___ (beautiful),bonito,bonita,bonitos,bonitas
Los gatos es ___ (safe),seguros,seguro,seguroa,seguroas
Las calles es ___ (kind),amables,amable,amabless,amableos
La luna es ___ (dark),oscura,oscuro,oscuras,oscuros
El parque es ___ (happy),feliz,feliz,felizs,feliz
Los amigos es ___ (sad),tristes,triste,tristess,tristeas
Las calles es ___ (big),grandes,grandeos,grande,grandess
La luna es ___ (big),grande,grandes,grande,grande
El parque es ___ (new),nuevo,nuevas,nueva,nuevos
La mesa es ___ (sad),triste,triste,tristes,triste
Los amigos es ___ (new),nuevos,nuevoa,nuevo,nuevoas
El chico es ___ (beautiful),bonito,bonita,bonitos,bonitas
Los gatos es ___ (ancient),antiguos,antiguoa,antiguo,antiguoas
El perro es ___ (fast),rápido,rápidas,rápida,rápidos
La ciudad es ___ (dark),oscura,oscuro,oscuras,oscuros
Las montañas es ___ (happy),felizs,feliz,felizos,felizss
El libro es ___ (interesting),interesante,interesantes,interesante,interesante
Las flores es ___ (sweet),dulces,dulcess,dulce,dulceos
La mesa es ___ (dangerous),peligrosa,peligroso,peligrosos,peligrosas
El libro es ___ (sweet),dulce,dulces,dulce,dulce
Los gatos es ___ (interesting),interesantes,interesantess,interesanteas,interesante
La ciudad es ___ (fun),divertida,divertido,divertidas,divertidos
La luna es ___ (small),pequeña,pequeño,pequeñas,pequeños
La mesa es ___ (big),grande,grandes,grande,grande
La playa es ___ (dangerous),peligrosa,peligroso,peligrosos,peligrosas
El sol es ___ (dangerous),peligroso,peligrosa,peligrosos,peligrosas
La mesa es ___ (kind),amable,amables,amable,amable
El libro es ___ (salty),salado,saladas,salada,salados
El sol es ___ (interesting),interesante,interesantes,interesante,interesante
El chico es ___ (fun),divertido,divertida,divertidas,divertidos
Las calles es ___ (safe),seguras,segura,segurao,seguraos
El coche es ___ (sad),triste,triste,tristes,triste
Los árboles es ___ (happy),felizs,feliz,felizas,felizss
Los árboles es ___ (fun),divertidos,divertidoa,divertidoas,divertido
El edificio es ___ (kind),amable,amables,amable,amable
La mesa es ___ (old),vieja,viejas,viejo,viejos
El libro es ___ (small),pequeño,pequeñas,pequeña,pequeños
Los coches es ___ (dangerous),peligrosos,peligrosoas,peligroso,peligrosoa
La ciudad es ___ (salty),salada,salados,saladas,salado
Los amigos es ___ (salty),salados,saladoa,salado,saladoas
El parque es ___ (modern),moderno,modernos,modernas,moderna
Los gatos es ___ (beautiful),bonitos,bonito,bonitoas,bonitoa
El libro es ___ (cold),frío,frías,fríos,fría
Las flores es ___ (cold),frías,fríao,fríaos,fría
Los amigos es ___ (dark),oscuros,oscuro,oscuroas,oscuroa
La luna es ___ (kind),amable,amables,amable,amable
El chico es ___ (healthy),sano,sanos,sana,sanas
Las calles es ___ (sweet),dulces,dulcess,dulce,dulceos
El perro es ___ (dark),oscuro,oscuras,oscuros,oscura
Las flores es ___ (dangerous),peligrosas,peligrosao,peligrosa,peligrosaos
Los coches es ___ (kind),amables,amableas,amable,amabless
El perro es ___ (bright),luminoso,luminosas,luminosos,luminosa
Los árboles es ___ (fast),rápidos,rápido,rápidoa,rápidoas
Las calles es ___ (sweet),dulces,dulcess,dulce,dulceos
La niña es ___ (sad),triste,triste,tristes,triste
Los gatos es ___ (strong),fuertes,fuerteas,fuerte,fuertess
La luna es ___ (heavy),pesada,pesadas,pesado,pesados
La casa es ___ (healthy),sana,sanos,sanas,sano
Los coches es ___ (strong),fuertes,fuerteas,fuerte,fuertess
La casa es ___ (hot),caliente,caliente,calientes,caliente
El perro es ___ (sad),triste,triste,tristes,triste
El perro es ___ (salty),salado,saladas,salada,salados
La ciudad es ___ (dangerous),peligrosa,peligroso,peligrosos,peligrosas
El parque es ___ (kind),amable,amables,amable,amable
Las montañas es ___ (small),pequeñas,pequeñao,pequeñaos,pequeña
La ciudad es ___ (modern),moderna,modernos,moderno,modernas
El libro es ___ (safe),seguro,segura,seguros,seguras
La casa es ___ (salty),salada,salados,saladas,salado
El coche es ___ (dark),oscuro,oscuras,oscuros,oscura
La playa es ___ (light),ligera,ligeras,ligeros,ligero
El libro es ___ (kind),amable,amables,amable,amable
La luna es ___ (ancient),antigua,antiguas,antiguo,antiguos
La niña es ___ (boring),aburrida,aburridas,aburrido,aburridos
La luna es ___ (cold),fría,frías,frío,fríos
El sol es ___ (boring),aburrido,aburridas,aburridos,aburrida
Los amigos es ___ (weak),débils,débilss,débilas,débil
La niña es ___ (old),vieja,viejas,viejo,viejos
La casa es ___ (sad),triste,triste,tristes,triste
Los árboles es ___ (sick),enfermos,enfermoa,enfermoas,enfermo
La casa es ___ (hot),caliente,caliente,calientes,caliente
El parque es ___ (heavy),pesado,pesadas,pesada,pesados
El libro es ___ (hot),caliente,caliente,calientes,caliente
Las montañas es ___ (bright),luminosas,luminosao,luminosaos,luminosa
Los amigos es ___ (new),nuevos,nuevoa,nuevo,nuevoas
El sol es ___ (happy),feliz,feliz,felizs,feliz
El coche es ___ (hot),caliente,caliente,calientes,caliente
La mesa es ___ (big),grande,grandes,grande,grande
Los gatos es ___ (kind),amables,amableas,amable,amabless
Los coches es ___ (salty),salados,saladoa,salado,saladoas
Los amigos es ___ (big),grandes,grandeas,grande,grandess
Los amigos es ___ (boring),aburridos,aburrido,aburridoas,aburridoa
El perro es ___ (hot),caliente,caliente,calientes,caliente
Las montañas es ___ (fun),divertidas,divertidao,divertida,divertidaos
El coche es ___ (clear),claro,clara,claros,claras
Las flores es ___ (bright),luminosas,luminosao,luminosaos,luminosa
El coche es ___ (salty),salado,saladas,salada,salados
Los amigos es ___ (modern),modernos,modernoa,modernoas,moderno
El perro es ___ (new),nuevo,nuevas,nueva,nuevos
El perro es ___ (old),viejo,viejos,viejas,vieja
Las montañas es ___ (interesting),interesantes,interesantess,interesanteos,interesante
El coche es ___ (salty),salado,saladas,salada,salados
Los coches es ___ (ancient),antiguos,antiguoa,antiguo,antiguoas
Los amigos es ___ (weak),débils,débilss,débilas,débil
El edificio es ___ (light),ligero,ligeras,ligera,ligeros
El chico es ___ (old),viejo,viejos,viejas,vieja
La ciudad es ___ (safe),segura,seguro,seguros,seguras
El parque es ___ (boring),aburrido,aburridas,aburridos,aburrida
La niña es ___ (old),vieja,viejas,viejo,viejos
El perro es ___ (bright),luminoso,luminosas,luminosos,luminosa
Las flores es ___ (fun),divertidas,divertidao,divertida,divertidaos
El perro es ___ (cold),frío,frías,fríos,fría
El perro es ___ (fast),rápido,rápidas,rápida,rápidos
La casa es ___ (sad),triste,triste,tristes,triste
La casa es ___ (ancient),antigua,antiguas,antiguo,antiguos
El chico es ___ (sweet),dulce,dulces,dulce,dulce
Las calles es ___ (boring),aburridas,aburridaos,aburridao,aburrida
El libro es ___ (strong),fuerte,fuerte,fuertes,fuerte
Los coches es ___ (hot),calientes,caliente,calientess,calienteas
La casa es ___ (strong),fuerte,fuerte,fuertes,fuerte
Los coches es ___ (salty),salados,saladoa,salado,saladoas
La mesa es ___ (big),grande,grandes,grande,grande
La luna es ___ (small),pequeña,pequeño,pequeñas,pequeños
El coche es ___ (small),pequeño,pequeñas,pequeña,pequeños
Las calles es ___ (strong),fuertes,fuerteos,fuerte,fuertess
El chico es ___ (cold),frío,frías,fríos,fría
La casa es ___ (healthy),sana,sanos,sanas,sano
La mesa es ___ (dark),oscura,oscuro,oscuras,oscuros
El parque es ___ (light),ligero,ligeras,ligera,ligeros
El parque es ___ (safe),seguro,segura,seguros,seguras
La ciudad es ___ (heavy),pesada,pesadas,pesado,pesados
Las montañas es ___ (salty),saladas,saladao,salada,saladaos
Los coches es ___ (old),viejos,viejoas,viejo,viejoa
La playa es ___ (cold),fría,frías,frío,fríos
