Los gatos es grandes
El edificio es aburrido
El edificio es débil
La luna es bonita
Los coches es calientes
La playa es peligrosa
El chico es bonito
Los gatos es seguros
Las calles es amables
La luna es oscura
El parque es feliz
Los amigos es tristes
Las calles es grandes
La luna es grande
El parque es nuevo
La mesa es triste
Los amigos es nuevos
El chico es bonito
Los gatos es antiguos
El perro es rápido
La ciudad es oscura
Las montañas es felizs
El libro es interesante
Las flores es dulces
La mesa es peligrosa
El libro es dulce
Los gatos es interesantes
La ciudad es divertida
La luna es pequeña
La mesa es grande
La playa es peligrosa
El sol es peligroso
La mesa es amable
El libro es salado
El sol es interesante
El chico es divertido
Las calles es seguras
El coche es triste
Los árboles es felizs
Los árboles es divertidos
El edificio es amable
La mesa es vieja
El libro es pequeño
Los coches es peligrosos
La ciudad es salada
Los amigos es salados
El parque es moderno
Los gatos es bonitos
El libro es frío
Las flores es frías
Los amigos es oscuros
La luna es amable
El chico es sano
Las calles es dulces
El perro es oscuro
Las flores es peligrosas
Los coches es amables
El perro es luminoso
Los árboles es rápidos
Las calles es dulces
La niña es triste
Los gatos es fuertes
La luna es pesada
La casa es sana
Los coches es fuertes
La casa es caliente
El perro es triste
El perro es salado
La ciudad es peligrosa
El parque es amable
Las montañas es pequeñas
La ciudad es moderna
El libro es seguro
La casa es salada
El coche es oscuro
La playa es ligera
El libro es amable
La luna es antigua
La niña es aburrida
La luna es fría
El sol es aburrido
Los amigos es débils
La niña es vieja
La casa es triste
Los árboles es enfermos
La casa es caliente
El parque es pesado
El libro es caliente
Las montañas es luminosas
Los amigos es nuevos
El sol es feliz
El coche es caliente
La mesa es grande
Los gatos es amables
Los coches es salados
Los amigos es grandes
Los amigos es aburridos
El perro es caliente
Las montañas es divertidas
El coche es claro
Las flores es luminosas
El coche es salado
Los amigos es modernos
El perro es nuevo
El perro es viejo
Las montañas es interesantes
El coche es salado
Los coches es antiguos
Los amigos es débils
El edificio es ligero
El chico es viejo
La ciudad es segura
El parque es aburrido
La niña es vieja
El perro es luminoso
Las flores es divertidas
El perro es frío
El perro es rápido
La casa es triste
La casa es antigua
El chico es dulce
Las calles es aburridas
El libro es fuerte
Los coches es calientes
La casa es fuerte
Los coches es salados
La mesa es grande
La luna es pequeña
El coche es pequeño
Las calles es fuertes
El chico es frío
La casa es sana
La mesa es oscura
El parque es ligero
El parque es seguro
La ciudad es pesada
Las montañas es saladas
Los coches es viejos
La playa es fría
La luna es nueva
Los árboles es salados
Las montañas es antiguas
La ciudad es triste
El coche es interesante
Los gatos es aburridos
El edificio es amable
El sol es débil
El coche es seguro
El sol es oscuro
El parque es divertido
El coche es feliz
Las flores es felizs
El edificio es débil
La playa es aburrida
La niña es luminosa
