garaje,masculine,garajes,garázs,garage
salón,masculine,salones,nappali,living room
comedor,masculine,comedores,étkező,dining room
cocina,feminine,cocinas,konyha,kitchen
dormitorio,masculine,dormitorios,hálószoba,bedroom
oficina,feminine,oficinas,iroda,office
escritorio,masculine,escritorios,íróasztal,desk
silla,feminine,sillas,szék,chair
ordenador,masculine,ordenadores,számítógép,computer
teléfono,masculine,teléfonos,telefon,telephone
impresora,feminine,impresoras,nyomtató,printer
papel,masculine,papeles,papír,paper
carpeta,feminine,carpetas,mappa,folder
archivo,masculine,archivos,archívum,file
documento,masculine,documentos,dokumentum,document
correo,feminine,correos,posta,mail
sello,masculine,sellos,bélyeg,stamp
sobre,masculine,sobres,boríték,envelope
paquete,masculine,paquetes,csomag,package
dirección,feminine,direcciones,cím,address
firma,feminine,firma,aláírás,signature
contrato,masculine,contratos,szerződés,contract
negocio,masculine,negocios,üzlet,business
empresa,feminine,empresas,vállalat,company
jefe,masculine,jefes,főnök,boss
empleado,masculine,empleados,alkalmazott,employee
salario,masculine,salarios,fizetés,salary
fábrica,feminine,fábricas,gyár,factory
mercado,masculine,mercados,piac,market
cliente,masculine,clientes,ügyfél,client
producto,masculine,productos,termék,product
precio,masculine,precios,ár,price
descuento,masculine,descuentos,kedvezmény,discount
publicidad,feminine,publicidades,reklám,advertisement
marca,feminine,marcas,márka,brand
dinero,masculine,dineros,pénz,money
moneda,feminine,monedas,érme,coin
billete,masculine,billetes,bankjegy,bill
banco,masculine,bancos,bank,bank
cajero,masculine,cajeros,pénztáros,cashier
cheque,masculine,cheques,csekk,check
cuenta,feminine,cuentas,számla,account
tarjeta,feminine,tarjetas,kártya,card
préstamo,masculine,préstamos,hitel,loan
hipoteca,feminine,hipotecas,jelzálog,mortgage
seguro,masculine,seguros,biztosítás,insurance
economía,feminine,economías,gazdaság,economy
impuesto,masculine,impuestos,adó,tax
gobierno,masculine,gobiernos,kormány,government
política,feminine,políticas,politika,politics
ley,feminine,leyes,törvény,law
justicia,feminine,justicias,igazság,justice
juicio,masculine,juicios,per,trial
abogado,masculine,abogados,ügyvéd,lawyer
acusado,masculine,acusados,vádolt,accused
juez,masculine,jueces,bíró,judge
tribunal,masculine,tribunales,bíróság,court
sentencia,feminine,sentencias,ítélet,sentence
delito,masculine,delitos,bűncselekmény,crime
prisión,feminine,prisiones,börtön,prison
cárcel,feminine,cárceles,börtön,jail
policía,feminine,policías,rendőrség,police
detención,feminine,detenciones,letartóztatás,arrest
castigo,masculine,castigos,büntetés,punishment
derecho,masculine,derechos,jog,right
voto,masculine,votos,szavazat,vote
elección,feminine,elecciones,választás,election
parlamento,masculine,parlamentos,parlament,parliament
diputado,masculine,diputados,képviselő,deputy
presidente,masculine,presidentes,elnök,president
ministro,masculine,ministros,miniszter,minister
embajada,feminine,embajadas,nagykövetség,embassy
consulado,masculine,consulados,konzulátus,consulate
diplomacia,feminine,diplomacias,diplomácia,diplomacy
frontera,feminine,fronteras,határ,border
nación,feminine,naciones,nemzet,nation
ciudadano,masculine,ciudadanos,állampolgár,citizen
constitución,feminine,constituciones,alkotmány,constitution
referéndum,masculine,referéndums,népszavazás,referendum
protesta,feminine,protestas,tüntetés,protest
manifestación,feminine,manifestaciones,megnyilvánulás,demonstraion
huelga,feminine,huelgas,sztrájk,strike
derechos humanos,masculine,derechos humanos,emberi jogok,human rights
igualdad,feminine,igualdades,egyenlőség,equality
libertad,feminine,libertades,szabadság,freedom
seguridad,feminine,seguridades,biztonság,security
violencia,feminine,violencias,erőszak,violence
crimen,masculine,crímenes,bűn,crime
robo,masculine,robos,lopás,robbery
asesinato,masculine,asesinatos,gyilkosság,murder
secuestro,masculine,secuestros,emberrablás,kidnapping
terrorismo,masculine,terrorismos,terrorizmus,terrorism
ataque,masculine,ataques,támadás,attack
guerra,feminine,guerras,háború,war
batalla,feminine,batallas,csata,battle
ejército,masculine,ejércitos,hadsereg,army
soldado,masculine,soldados,katona,soldier
arma,feminine,armas,fegyver,weapon
bomba,feminine,bombas,bomba,bomb
explosión,feminine,explosiones,robbanás,explosion
refugio,masculine,refugios,menedék,shelter
paz,feminine,paces,béke,peace
tratado,masculine,tratados,szerződés,treaty
acuerdo,masculine,acuerdos,megállapodás,agreement
diplomático,masculine,diplomáticos,diplomata,diplomat
negociación,feminine,negociaciones,tárgyalás,negotiation
conferencia,feminine,conferencias,konferencia,conference
delegación,feminine,delegaciones,küldöttség,delegation
cooperación,feminine,cooperaciones,együttműködés,cooperation
alianza,feminine,alianzas,szövetség,alliance
organización,feminine,organizaciones,szervezet,organization
asamblea,feminine,asambleas,közgyűlés,assembly
resolución,feminine,resoluciones,hatarozat,resolution
sanción,feminine,sanciones,szankció,sanction
embargo,masculine,embargos,embargó,embargo
censura,feminine,censuras,cenzúra,censorship
medios de comunicación,masculine,medios de comunicación,média,media
prensa,feminine,prensas,sajtó,press
periódico,masculine,periódicos,újság,newspaper
revista,feminine,revistas,magazin,magazine
noticia,feminine,noticias,hír,news
artículo,masculine,artículos,cikk,article
reportaje,masculine,reportajes,riport,report
televisión,feminine,televisiones,televízió,television
radio,feminine,radios,rádió,radio
internet,masculine,internetek,internetes,Internet
red social,feminine,redes sociales,közösségi háló,social network
correo electrónico,masculine,correos electrónicos,e-mail,email
mensaje,masculine,mensajes,üzenet,message
foro,masculine,foros,fórum,forum
blog,masculine,blogs,blog,blog
comentario,masculine,comentarios,hozzászólás,comment
publicación,feminine,publicaciones,közzététel,publication
subtítulo,masculine,subtítulos,felirat,subtitle
traducción,feminine,traducciones,fordítás,translation
interpretación,feminine,interpretaciones,tolmácsolás,interpretation
idioma,masculine,idiomas,nyelv,language
lenguaje,masculine,lenguajes,nyelv,language
dialecto,masculine,dialectos,dialektus,dialect
alfabeto,masculine,alfabetos,ábécé,alphabet
letra,feminine,letras,betű,letter
palabra,feminine,palabras,szó,word
frase,feminine,frases,mondat,sentence
párrafo,masculine,párrafos,paragrafus,paragraph
texto,masculine,textos,szöveg,text
gramática,feminine,gramáticas,nyelvtan,grammar
ortografía,feminine,ortografías,helyesírás,spelling
significado,masculine,significados,jelentés,meaning
sinónimo,masculine,sinónimos,szinonima,synonym
antónimo,masculine,antónimos,antonima,antonym
traducción,feminine,traducciones,fordítás,translation
diccionario,masculine,diccionarios,szótár,dictionary
enciclopedia,feminine,enciclopedias,enciklopédia,encyclopedia
literatura,feminine,literaturas,irodalom,literature
novela,feminine,novelas,regény,novel
cuento,masculine,cuentos,mese,tale
poema,masculine,poemas,vers,poem
autor,masculine,autores,szerző,author
escritor,masculine,escritores,író,writer
libro,masculine,libros,könyv,book
biblioteca,feminine,bibliotecas,könyvtár,library
librería,feminine,librerías,könyvesbolt,bookstore
capítulo,masculine,capítulos,fejezet,chapter
página,feminine,páginas,oldal,page
título,masculine,títulos,cím,title
prólogo,masculine,prólogos,előszó,prologue
epílogo,masculine,epílogos,epilógus,epilogue
verso,masculine,versos,sor,line (of poetry)
estrofa,feminine,estrofas,versszak,stanza
rima,feminine,rimas,rím,rhyme
narrador,masculine,narradores,elbeszélő,narrator
personaje,masculine,personajes,szereplő,character
trama,feminine,tramas,cselekmény,plot
argumento,masculine,argumentos,téma,theme
género,masculine,géneros,műfaj,genre
ensayo,masculine,ensayos,esszé,essay
biografía,feminine,biografías,életrajz,biography
cuento,feminine,cuentos,mese,short story
fábula,feminine,fábulas,fabula,fable
leyenda,feminine,leyendas,legenda,legend
mito,masculine,mitos,mítosz,myth
historia,feminine,historias,történet,story
crítica,feminine,críticas,kritika,critique
reseña,feminine,reseñas,áttekintés,review
editorial,feminine,editoriales,kiadó,publishing house
impresión,feminine,impresiones,nyomtatás,printing
cubierta,feminine,cubiertas,borító,cover
ilustración,feminine,ilustraciones,illusztráció,illustration
manuscrito,masculine,manuscritos,kézirat,manuscript
tipografía,feminine,tipografías,tipográfia,typography
edición,feminine,ediciones,kiadás,edition
reimpresión,feminine,reimpresiones,újranyomás,reprint
traducción,feminine,traducciones,fordítás,translation
bibliografía,feminine,bibliografías,bibliográfia,bibliography
revista,feminine,revistas,folyóirat,journal
periódico,masculine,periódicos,újság,newspaper
noticia,feminine,noticias,hír,news
artículo,masculine,artículos,cikk,article
editor,masculine,editores,szerkesztő,editor
reportero,masculine,reporteros,riporter,reporter
columnista,masculine,columnistas,rovatvezető,columnist
fotografía,feminine,fotografías,fotó,photograph
cámara,feminine,cámaras,fényképezőgép,camera
imagen,feminine,imágenes,kép,image
vídeo,masculine,vídeos,videó,video
cine,masculine,cines,mozi,cinema
película,feminine,películas,film,movie
documental,masculine,documentales,dokumentumfilm,documentary
animación,feminine,animaciones,animáció,animation
guion,masculine,guiones,forgatókönyv,script
director,masculine,directores,rendező,director
actor,masculine,actores,színész,actor
actriz,feminine,actrices,színésznő,actress
reparto,masculine,repartos,szereposztás,cast
escena,feminine,escenas,jelenet,scene
banda sonora,feminine,bandas sonoras,filmzene,soundtrack
estreno,masculine,estrenos,bemutató,premiere
taquilla,feminine,taquillas,jegypénztár,ticket booth
espectador,masculine,espectadores,néző,spectator
teatro,masculine,teatros,színház,theater
obra,feminine,obras,színdarab,play
drama,masculine,dramas,dráma,drama
comedia,feminine,comedias,vigjáték,comedy
tragedia,feminine,tragedias,tragédia,tragedy
escenario,masculine,escenarios,színpad,stage
vestuario,masculine,vestuarios,jelmez,costume
decorado,masculine,decorados,díszlet,set
aplausos,masculine,aplausos,taps,applause
actor secundario,masculine,actores secundarios,mellékszereplő,supporting actor
monólogo,masculine,monólogos,monológ,monologue
soliloquio,masculine,soliloquios,monológ,soliloquy
ensayo,masculine,ensayos,próba,rehearsal
representación,feminine,representaciones,előadás,performance
música,feminine,músicas,zene,music
canción,feminine,canciones,dal,song
melodía,feminine,melodías,dallam,melody
ritmo,masculine,ritmos,ritmus,rhythm
compás,masculine,compases,ütem,beat
notas,masculine,notas,hangjegyek,notes
partitura,feminine,partituras,kottalap,score
instrumento,masculine,instrumentos,hangszer,instrument
orquesta,feminine,orquestas,zenekar,orchestra
director de orquesta,masculine,directores de orquesta,karmester,conductor
solista,masculine,solistas,szólista,soloist
banda,masculine,bandas,zenekar,band
coral,feminine,corales,kórus,choir
concierto,masculine,conciertos,koncert,concert
escenario,masculine,escenarios,színpad,stage
auditorio,masculine,auditorios,auditorium,auditorium
acústica,feminine,acústicas,akusztika,acoustics
grabación,feminine,grabaciones,felvétel,recording
mezcla,feminine,mezclas,keverés,mix
ecualización,feminine,ecualizaciones,hangkiegyenlítés,EQ
producción,feminine,producciones,gyártás,production
estudio,masculine,estudios,stúdió,studio
ingeniero de sonido,masculine,ingenieros de sonido,hangmérnök,sound engineer
mezclador,masculine,mezcladores,keverő,mixer
altavoz,masculine,altavoces,hangszóró,speaker
micrófono,masculine,microfonos,mikrofon,microphone
auriculares,masculine,auriculares,fejhallgató,headphones
guitarra,feminine,guitarras,gitár,guitar
piano,masculine,pianos,zongora,piano
violín,masculine,violines,hegedű,violin
chelo,masculine,chelos,cselló,cello
bajo,masculine,bajos,basszusgitár,bass guitar
batería,feminine,baterías,dobok,drums
saxofón,masculine,saxofones,szaxofon,saxophone
trompeta,feminine,trompetas,trombita,trumpet
flauta,feminine,flautas,fuvola,flute
clarinete,masculine,clarinetes,klarinét,clarinet
arpa,feminine,arpas,hárfa,harp
acordeón,masculine,acordeones,harmonika,accordion
ópera,feminine,óperas,opera,opera
ballet,masculine,ballets,balett,ballet
coreografía,feminine,coreografías,koreográfia,choreography
danza,feminine,danzas,tánc,dance
bailarín,masculine,bailarines,táncos,dancer
ensayo,masculine,ensayos,próba,rehearsal
maquillaje,feminine,maquillajes,smink,makeup
vestuario,masculine,vestuarios,jelmez,costume
máscara,feminine,máscaras,maszk,mask
caricatura,feminine,caricaturas,karikatúra,caricature
dibujo,masculine,dibujos,rajz,drawing
pintura,feminine,pinturas,festmény,painting
escultura,feminine,esculturas,szobor,sculpture
arquitectura,feminine,arquitecturas,építészet,architecture
mural,masculine,murales,falfestmény,mural
graffiti,masculine,graffitis,graffiti,graffiti
galería,feminine,galerías,galéria,gallery
exposición,feminine,exposiciones,kiállítás,exhibition
museo,masculine,museos,múzeum,museum
cuadro,masculine,cuadros,kép,painting
retraro,masculine,retratos,portré,portrait
paisaje,masculine,paisajes,tájkép,landscape
boceto,masculine,bocetos,vázlat,sketch
óleo,masculine,óleos,olajfestmény,oil painting
acuarela,feminine,acuarelas,akvarell,watercolor
escultura,feminine,esculturas,szobor,sculpture
talla,feminine,tallas,faragás,carving
cerámica,feminine,cerámicas,kerámia,ceramics
arcilla,feminine,arcillas,agyag,clay
mármol,masculine,mármoles,márvány,marble
bronce,masculine,bronces,bronz,bronze
hierro,masculine,hierros,vashulladék,iron
vidrio,masculine,vidrios,üveg,glass
joyería,feminine,joyerías,ékszerészet,jewelry
orfebrería,feminine,orfebrerías,aranyművesség,goldsmithing
herramienta,feminine,herramientas,szerszám,tool
martillo,masculine,martillos,kalapács,hammer
destornillador,masculine,destornilladores,csavarhúzó,screwdriver
alicate,masculine,alicates,fogó,pliers
llave inglesa,feminine,llaves inglesas,villáskulcs,wrench
sierra,feminine,sierras,fűrész,saw
tornillo,masculine,tornillos,csavar,screw
tuerca,feminine,tuercas,anya,nut (hardware)
clavo,masculine,clavos,szög,nail
madera,feminine,maderas,fa,wood
metal,masculine,metales,fém,metal
cemento,masculine,cementos,cement,cement
ladrillo,masculine,ladrillos,tégla,brick
teja,feminine,tejas,cserép,tile
yeso,masculine,yesos,gipsz,plaster
pintura,feminine,pinturas,festék,paint
brocha,feminine,brochas,ecset,paintbrush
rodillo,masculine,rodillos,henger,roller
esmalte,masculine,esmaltes,zománc,enamel
barniz,masculine,barnices,lakk,varnish
mecánico,masculine,mecánicos,gépész,mechanic
ingeniero,masculine,ingenieros,mérnök,engineer
arquitecto,masculine,arquitectos,építész,architect
electricista,masculine,electricistas,villanyszerelő,electrician
fontanero,masculine,fontaneros,vízvezetékszerelő,plumber
carpintero,masculine,carpinteros,asztalos,carpenter
albañil,masculine,albañiles,kőműves,mason
soldador,masculine,soldadores,hegesztő,welder
técnico,masculine,técnicos,technikus,technician
programador,masculine,programadores,programozó,programmer
diseñador,masculine,diseñadores,tervező,designer
dibujante,masculine,dibujantes,rajzoló,illustrator
fotógrafo,masculine,fotógrafos,fényképész,photographer
cineasta,masculine,cineastas,filmes,filmmaker
actor,masculine,actores,színész,actor
actriz,feminine,actrices,színésznő,actress
músico,masculine,músicos,zenész,musician
compositor,masculine,compositores,zeneszerző,composer
cantante,masculine,cantantes,énekes,singer
director de cine,masculine,directores de cine,film rendező,film director
bailarín,masculine,bailarines,táncos,dancer
escultor,masculine,escultores,szobrász,sculptor
pintor,masculine,pintores,festő,painter
escritor,masculine,escritores,író,writer
poeta,masculine,poetas,költő,poet
novelista,masculine,novelistas,regényíró,novelist
dramaturgo,masculine,dramaturgos,drámaíró,playwright
editor,masculine,editores,szerkesztő,editor
periodista,masculine,periodistas,újságíró,journalist
crítico,masculine,críticos,kritikus,critic
locutor,masculine,locutores,bemondó,announcer
presentador,masculine,presentadores,műsorvezető,host
reportero,masculine,reporteros,riporter,reporter
documentalista,masculine,documentalistas,dokumentumfilmes,documentary filmmaker
guionista,masculine,guionistas,forgatókönyvíró,screenwriter
dibujante,masculine,dibujantes,rajzoló,cartoonist
caricaturista,masculine,caricaturistas,karikaturista,caricaturist
ilustrador,masculine,ilustradores,illusztrátor,illustrator
animador,masculine,animadores,animátor,animator
diseñador gráfico,masculine,diseñadores gráficos,grafikus tervező,graphic designer
artista,masculine,artistas,művész,artist
escultor,masculine,escultores,szobrász,sculptor
arquitecto,masculine,arquitectos,építész,architect
ingeniero,masculine,ingenieros,mérnök,engineer
técnico,masculine,técnicos,technikus,technician
electricista,masculine,electricistas,villanyszerelő,electrician
fontanero,masculine,fontaneros,vizvezetékszerelő,plumber
carpintero,masculine,carpinteros,asztalos,carpenter
albañil,masculine,albañiles,kőműves,mason
soldador,masculine,soldadores,hegesztő,welder
mecánico,masculine,mecánicos,szerelő,mechanic
piloto,masculine,pilotos,pilóta,pilot
conductor,masculine,conductores,sofőr,driver
taxista,masculine,taxistas,taxisofőr,taxi driver
maquinista,masculine,maquinistas,mozdonyvezető,train driver
capitán,masculine,capitanes,kapitány,captain
marinero,masculine,marineros,tengerész,sailor
astronauta,masculine,astronautas,űrhajós,astronaut
científico,masculine,científicos,tudós,scientist
químico,masculine,químicos,vegyész,chemist
biólogo,masculine,biólogos,biológus,biologist
físico,masculine,físicos,fizikus,physicist
matemático,masculine,matemáticos,matematikus,mathematician
astrónomo,masculine,astrónomos,csillagász,astronomer
geólogo,masculine,geólogos,geológus,geologist
meteorólogo,masculine,meteorólogos,meteorológus,meteorologist
arqueólogo,masculine,arqueólogos,archeológus,archaeologist
historiador,masculine,historiadores,történész,historian
filósofo,masculine,filósofos,filozófus,philosopher
sociólogo,masculine,sociólogos,szociológus,sociologist
psicólogo,masculine,psicólogos,pszichológus,psychologist
economista,masculine,economistas,közgazdász,economist
politólogo,masculine,politólogos,politológus,political scientist
antropólogo,masculine,antropólogos,antropológus,anthropologist
lingüista,masculine,lingüistas,nyelvész,linguist
traductor,masculine,traductores,fordító,translator
intérprete,masculine,intérpretes,tolmács,interpreter
abogado,masculine,abogados,ügyvéd,lawyer
juez,masculine,jueces,bíró,judge
fiscal,masculine,fiscales,ügyész,prosecutor
notario,masculine,notarios,jegyző,notary
policía,feminine,policías,rendőr,police officer
detective,masculine,detectives,nyomozó,detective
guardia,feminine,guardias,őr,guard
bombero,masculine,bomberos,tűzoltó,firefighter
paramédico,masculine,paramédicos,mentős,paramedic
médico,masculine,médicos,orvos,doctor
cirujano,masculine,cirujanos,sebély,sergeon
enfermero,masculine,enfermeros,ápoló,nurse
farmacéutico,masculine,farmacéuticos,gyógyszerész,pharmacist
veterinario,masculine,veterinarios,állatorvos,veterinarian
dentista,masculine,dentistas,fogorvos,dentist
nutricionista,masculine,nutricionistas,táplálkozási szakértő,nutritionist
terapeuta,masculine,terapeutas,terapeuta,therapist
psiquiatra,masculine,psiquiatras,pszichiáter,psychiatrist
masajista,masculine,masajistas,maszőr,massage therapist
entrenador,masculine,entrenadores,edző,coach
profesor,masculine,profesores,tanár,teacher
maestro,masculine,maestros,tanító,school teacher
educador,masculine,educadores,oktató,educator
pedagogo,masculine,pedagogos,nevelő,pedagogue
investigador,masculine,investigadores,kutató,researcher
bibliotecario,masculine,bibliotecarios,könyvtáros,librarian
archivista,masculine,archivistas,levéltáros,archivist
conservador,masculine,conservadores,restaurátor,curator
arqueólogo,masculine,arqueólogos,archeológus,archaeologist
curador,masculine,curadores,kurátor,curator
restaurador,masculine,restauradores,restaurátor,restorer
guía turístico,masculine,guías turísticos,idegenvezető,tour guide
fotógrafo,masculine,fotógrafos,fényképész,photographer
camarógrafo,masculine,camarógrafos,operatőr,cameraman
editor de vídeo,masculine,editores de vídeo,videószerkesztő,video editor
productor,masculine,productores,producer,producer
director de fotografía,masculine,directores de fotografía,operatőr,cinematographer
iluminador,masculine,iluminadores,világosító,lighting technician
